temperature,humidity,pressure,wind_speed,sensor_1,sensor_2,sensor_3,sensor_4
38.57,84,1003,13,37.93,79.33,292.29,-49.5
21.24,44,997,7,96.61,198.79,110.37,23.11
21.85,56,1015,8,37.11,88.83,693.33,43.16
23.26,60,1012,22,34.25,74.1,549.07,-40.95
31.9,74,1014,22,24.91,355.64,311.64,-19.6
23.01,74,1026,6,46.95,282.49,865.46,-23.7
39.36,74,1009,10,60.41,100.5,459.75,-27.09
28.93,59,1011,12,26.42,282.26,934.17,3.01
30.03,74,1024,9,97.61,315.09,499.99,-4.89
24.93,71,1001,14,10.9,205.67,592.72,-23.59
29.42,85,1004,19,44.31,269.8,516.97,-10.11
33.24,47,1015,23,93.23,152.56,401.4,-4.56
35.02,65,1017,18,56.45,421.96,626.25,46.77
35.08,40,997,16,22.58,13.75,198.87,16.37
31.56,64,1029,21,95.1,139.33,782.71,35.47
38.09,44,990,8,45.65,378.05,927.24,-44.37
36.35,65,1022,14,82.14,52.36,360.42,-9.08
35.14,75,990,18,54.41,332.27,393.03,43.95
21.11,46,1027,19,32.43,439.46,164.11,-38.15
20.14,79,990,17,29.97,420.5,671.46,37.52
24.25,66,998,15,50.27,159.99,330.1,-41.77
33.27,47,1004,8,70.7,469.3,131.35,-5.76
28.22,61,1019,14,93.27,209.38,717.37,-48.69
28.05,47,1002,24,11.13,164.88,240.03,-41.71
37.69,65,993,7,24.2,311.96,335.36,-5.08
37.91,72,1001,19,36.84,227.85,267.58,27.31
38.18,82,1028,16,46.47,340.68,553.83,32.65
26.28,59,1010,15,12.64,487.49,492.42,4.07
33.82,83,1023,15,76.3,205.55,593.55,-27.78
25.43,47,1010,13,49.9,362.46,702.37,36.36
23.81,41,1016,13,81.33,93.74,982.87,-40.46
23.69,83,1027,10,85.26,182.6,597.86,33.86
26.84,86,1026,6,58.18,232.62,769.79,-0.79
28.6,64,990,6,29.93,117.93,908.88,11.88
36.62,43,1019,18,40.65,395.92,436.81,9.29
22.4,42,999,20,65.99,187.69,168.89,-48.29
34.7,80,1008,22,33.29,481.48,349.92,-46.12
30.63,59,997,12,70.59,47.41,536.2,12.69
25.76,57,991,7,51.92,288.87,344.57,-23.65
29.86,64,1002,23,2.83,222.69,263.42,-1.12
26.0,89,993,11,6.43,267.66,738.07,37.86
31.92,47,1024,16,20.21,278.03,637.42,-23.88
28.68,78,1022,17,58.02,402.35,874.48,-28.44
23.29,53,999,11,4.19,128.61,781.23,16.6
22.33,46,995,15,80.25,363.39,938.54,21.8
30.93,47,1026,11,28.41,306.2,165.27,-48.48
38.05,76,1006,8,70.75,278.59,429.7,28.47
26.88,47,1025,16,70.45,110.71,666.07,-44.4
34.66,80,1009,13,89.95,322.0,626.74,-5.2
33.17,59,1012,8,53.8,220.76,237.18,6.69
38.63,85,1014,20,18.67,448.75,435.55,-21.22
36.42,71,1015,12,31.35,434.47,277.41,16.47
31.33,65,1019,24,47.92,98.09,507.92,49.48
33.14,77,1023,22,97.44,67.66,321.48,-38.05
37.97,54,998,21,4.24,253.56,759.19,22.35
27.99,71,995,24,27.13,75.62,239.61,-18.38
26.54,86,995,8,10.52,370.7,280.85,1.92
20.22,87,994,12,77.37,225.41,172.92,-23.95
36.53,49,992,20,52.42,158.22,363.15,42.56
36.02,51,1026,22,70.67,146.59,370.16,-28.75
22.09,66,1015,5,13.25,409.76,480.3,12.46
31.54,52,1025,17,91.32,188.39,477.65,-20.66
29.28,49,1007,16,32.2,490.44,336.32,-45.87
22.37,53,1007,14,50.33,57.59,849.82,-2.33
39.61,52,1019,20,78.38,442.38,675.08,39.29
24.29,59,1006,13,22.81,326.25,862.1,37.24
21.34,63,1008,5,33.16,306.33,553.75,5.72
31.9,55,1003,15,35.44,435.07,161.88,-26.68
34.78,65,1014,19,60.25,196.73,748.02,-27.27
20.65,44,1005,9,85.53,281.4,453.29,-16.65
33.17,69,1014,17,93.02,258.76,793.69,16.3
30.65,85,1011,14,32.95,239.99,195.55,-45.66
22.07,61,1021,17,39.52,395.63,450.69,14.89
23.45,78,1001,20,7.8,28.98,743.83,2.07
31.36,84,1016,18,5.04,49.52,814.18,-44.28
25.93,69,1004,10,98.21,480.93,784.11,-37.76
38.77,64,1020,16,85.62,331.09,249.28,-4.86
36.37,57,1008,9,61.85,272.89,245.37,19.1
39.67,75,1018,18,76.31,29.87,787.43,-36.68
25.19,48,1019,20,17.95,110.25,637.76,11.18
39.39,57,1015,16,27.7,220.98,919.48,45.41
28.62,62,1014,5,72.57,89.48,403.42,-24.3
26.95,51,1020,21,86.11,489.72,835.82,15.83
21.01,50,1028,18,43.25,20.33,391.04,-28.76
21.06,40,991,20,60.38,494.44,851.02,8.4
33.84,40,1020,19,13.32,462.93,279.07,-7.89
29.16,44,1003,8,83.86,317.73,458.14,42.32
24.53,66,1005,24,20.65,4.26,882.38,-25.06
32.28,46,1027,16,72.84,435.12,821.91,1.01
25.06,57,1020,17,15.15,461.58,925.62,-42.16
31.55,86,996,23,91.93,80.48,984.16,-32.41
27.18,58,1014,13,73.93,375.53,777.23,-24.26
36.47,77,1011,10,49.26,155.09,783.26,17.85
36.41,43,1001,6,10.14,302.3,496.84,14.26
29.55,69,996,9,71.99,54.12,395.19,-32.97
27.02,80,994,11,63.6,412.17,588.74,10.18
27.25,44,1014,15,95.01,48.56,566.25,-21.84
36.11,78,1024,15,2.79,41.97,604.14,14.4
26.56,80,1007,20,78.34,225.75,326.17,18.09
24.18,58,1008,18,21.17,350.85,655.87,-23.52
21.69,88,1021,22,50.0,278.83,766.38,-15.44
29.33,43,1025,16,56.11,28.43,802.61,-30.96
29.64,44,1002,6,83.09,211.65,397.36,15.51
36.82,57,995,5,69.65,196.61,466.07,-28.57
24.42,80,995,6,54.2,259.7,329.94,-33.36
27.62,76,991,12,25.96,458.73,988.27,5.04
36.17,67,997,9,66.73,26.43,711.02,-9.48
36.47,56,1018,10,37.23,346.58,335.93,29.67
27.69,55,1020,19,18.33,218.16,827.43,29.52
29.18,56,991,11,67.92,128.19,391.88,25.92
26.07,86,998,12,23.74,43.21,454.0,0.02
38.65,66,1001,6,18.69,10.06,212.92,17.72
22.37,66,1024,15,99.27,63.46,474.7,-15.96
38.67,40,1029,21,48.55,106.54,177.25,-25.03
33.68,84,1002,14,10.26,7.27,181.16,16.08
30.63,66,1015,5,42.61,496.97,950.67,-31.55
20.65,74,1017,8,8.78,246.26,453.24,48.87
29.51,76,1028,6,74.95,254.07,468.44,-46.87
28.15,87,1011,16,3.92,295.71,661.22,42.05
23.22,89,1019,20,27.03,115.52,590.87,7.52
33.13,73,1028,7,45.54,6.23,937.39,14.36
39.42,40,1016,22,22.8,427.79,109.43,-16.8
31.24,66,1012,12,18.43,323.39,678.55,-3.17
34.3,63,1001,13,30.23,280.57,355.92,37.1
21.37,60,1024,15,41.83,163.14,245.17,-36.24
28.35,79,1013,6,62.29,334.61,803.67,1.27
22.33,57,1010,24,14.04,265.18,376.74,29.15
32.26,44,1012,24,41.86,290.28,690.63,28.91
38.77,80,990,17,61.76,190.9,832.57,0.52
33.24,57,1016,19,64.71,494.99,411.14,42.66
21.54,82,1005,5,84.68,322.21,359.67,45.1
27.09,86,1027,14,59.06,256.43,301.57,-24.22
31.01,84,1009,9,22.48,210.15,273.65,13.1
28.06,82,997,18,81.07,365.2,334.45,-3.43
36.67,46,1023,9,73.67,57.45,370.9,-5.51
36.29,57,1003,13,94.05,269.67,876.37,-33.0
32.24,64,991,7,4.74,383.71,577.01,-22.76
27.47,71,993,21,95.34,478.31,856.57,-10.88
25.11,40,1001,14,72.51,53.02,403.67,-7.78
22.12,85,1016,12,16.08,426.18,406.62,-13.26
27.1,49,1023,15,80.36,313.25,585.98,5.39
28.26,71,994,19,85.06,491.0,639.34,14.12
33.52,48,1022,24,96.12,355.17,848.0,-22.66
33.16,59,1016,16,11.61,450.35,141.04,-1.72
21.4,64,1007,8,35.42,132.47,643.28,6.91
27.91,67,1025,15,32.86,448.54,954.11,-22.66
23.64,55,994,8,43.23,217.26,784.53,13.66
23.14,67,1014,17,66.14,166.49,531.96,-24.49
36.55,59,1023,12,25.48,103.89,894.68,-12.34
20.84,66,1000,15,40.01,142.39,993.69,-38.49
28.38,65,1003,18,97.39,42.57,787.13,28.24
23.36,65,1007,22,70.67,349.09,292.1,7.58
37.59,65,1010,23,40.61,81.99,525.39,-33.1
31.14,61,1001,24,96.58,465.59,674.73,30.04
24.63,77,1015,21,32.68,497.1,642.92,46.56
30.05,46,1008,21,90.68,325.84,268.03,21.28
34.63,43,1011,24,71.88,305.57,939.85,45.08
39.16,75,1028,24,28.13,268.03,687.8,-10.31
24.41,63,990,20,44.13,429.43,762.5,-34.81
37.72,78,1016,6,80.76,391.37,990.25,15.57
38.69,69,991,6,91.79,96.36,190.59,8.92
38.33,76,1029,6,58.18,282.93,391.04,-2.09
32.71,76,998,9,44.74,216.65,945.52,26.81
32.6,48,996,10,79.0,106.55,817.07,5.26
28.06,62,1017,7,9.84,423.97,367.14,14.71
35.05,68,994,8,45.29,2.62,936.86,-44.77
30.63,85,992,7,91.74,426.72,537.87,-11.01
33.55,82,1005,20,40.37,437.93,508.28,41.35
28.57,44,1022,5,52.56,204.85,186.47,45.41
34.63,72,1003,15,0.05,396.54,464.42,4.47
36.49,79,1000,10,11.97,86.66,475.19,-21.51
22.93,74,1029,23,49.05,227.72,538.72,1.99
36.66,52,1001,5,34.71,278.31,406.0,-7.72
30.81,62,1001,23,93.71,351.73,464.26,-43.84
36.89,86,1016,11,0.09,116.81,374.5,2.21
28.63,88,999,21,17.49,371.18,943.61,-24.77
27.58,65,1003,5,50.59,45.32,163.74,42.7
38.3,73,1022,7,31.12,253.73,954.83,2.72
25.02,85,1002,7,35.74,95.12,833.04,26.49
36.88,77,1014,16,72.49,233.96,793.77,-48.67
29.68,66,1022,18,34.14,303.14,254.54,-30.35
30.28,77,1028,9,61.93,279.21,650.45,20.74
26.17,89,1018,9,91.73,3.38,751.91,23.18
31.46,48,999,10,68.73,26.77,192.41,-15.74
26.5,89,1003,15,29.86,251.27,712.41,-34.23
20.79,56,1005,9,82.27,458.0,820.35,-16.72
25.44,78,1004,7,81.27,222.45,463.91,-29.92
20.13,61,998,19,30.57,384.93,165.63,-16.58
39.57,53,1023,7,3.63,88.16,541.9,0.64
39.31,51,991,16,80.54,239.68,164.29,-24.26
27.9,56,1026,14,53.54,457.99,342.47,-20.51
34.57,52,999,5,57.74,278.15,802.21,-9.26
26.92,81,1005,19,84.64,63.28,928.37,-19.38
33.42,65,992,16,77.37,136.54,884.66,-19.57
36.11,65,1022,6,79.03,243.29,841.18,-6.33
38.94,88,1004,7,57.93,249.94,941.45,44.71
28.0,72,1004,15,8.96,96.95,899.22,-34.99
35.67,62,1026,19,3.09,218.77,256.1,-0.63
25.32,87,1019,22,57.08,214.36,455.7,-2.59
39.81,62,1004,9,96.84,239.31,465.25,-48.42
20.52,66,995,6,27.55,296.79,398.48,45.78
32.07,54,991,16,35.31,337.6,461.86,-43.8
33.19,53,1012,19,17.59,337.83,631.37,-41.61
33.76,82,1024,22,47.38,155.76,362.33,-14.8
22.41,42,991,24,34.16,262.71,261.36,39.63
38.77,67,990,15,13.94,134.82,755.19,36.27
23.62,66,1006,7,33.62,439.63,846.26,-6.54
32.46,84,1024,6,71.71,191.3,978.44,46.28
24.45,80,1011,13,91.76,328.15,431.26,17.36
26.14,79,995,6,65.9,30.73,273.44,-31.74
30.93,44,1012,15,6.25,15.33,418.98,-20.51
28.34,41,1004,17,37.27,111.6,128.58,2.5
23.2,78,1026,24,25.92,304.27,314.13,-0.31
23.42,50,1013,20,16.42,368.06,684.34,-15.03
28.36,82,1000,21,41.58,419.73,815.44,39.92
35.15,63,991,23,73.83,193.11,866.48,-4.21
37.96,70,1027,6,40.05,160.76,288.68,7.45
21.68,56,1021,10,45.11,234.86,948.47,38.56
27.86,60,1027,21,1.39,480.77,373.3,-30.88
22.0,76,992,13,56.66,60.02,326.07,-33.74
20.33,45,1021,22,21.35,435.06,409.04,4.86
33.23,55,998,17,52.23,255.2,710.86,45.34
32.05,71,1024,20,85.72,87.05,187.02,2.35
23.26,79,1006,15,67.41,202.32,500.24,-7.92
24.68,45,1011,24,42.31,178.34,130.23,15.61
20.47,61,999,16,6.72,101.62,190.11,25.76
36.7,50,992,9,32.82,426.59,701.05,-5.47
39.49,76,998,9,57.9,140.23,625.72,-16.11
22.71,47,1000,16,99.84,317.86,513.44,-42.45
24.63,78,1002,8,28.02,161.37,265.73,15.12
37.37,47,995,5,78.11,460.73,219.25,-5.45
38.53,57,993,20,4.29,266.5,165.37,-35.27
28.39,62,1022,6,7.2,39.23,723.71,-5.92
21.01,46,993,24,72.43,403.39,547.5,3.72
20.79,76,996,15,15.84,357.76,875.45,39.84
31.48,77,1010,13,4.68,370.7,701.04,-7.92
27.86,85,990,13,8.12,275.35,304.97,24.11
20.57,64,994,20,34.03,337.51,822.98,34.5
31.67,68,1014,8,78.0,346.38,951.16,-11.44
20.23,81,1018,16,6.23,84.73,492.86,-13.94
35.75,54,998,19,67.66,350.28,393.96,-44.29
26.13,78,1021,13,36.89,147.29,942.96,23.01
20.81,79,1022,5,97.15,47.95,950.49,-3.98
31.77,82,1024,9,32.93,40.68,365.27,30.36
27.95,42,992,23,58.47,492.49,863.96,49.92
39.48,82,1004,18,51.64,410.56,833.26,18.89
30.88,86,1011,24,68.14,288.7,912.57,-25.78
25.5,82,999,19,64.01,366.5,711.29,41.66
34.19,58,1005,11,90.47,14.68,409.31,-19.47
25.43,54,1005,13,13.71,75.06,271.26,-36.63
38.08,74,993,8,44.09,249.21,775.62,29.99
27.49,49,1011,21,60.19,81.09,149.78,-5.85
31.0,53,1020,9,20.19,277.74,774.37,-46.64
21.01,68,993,10,16.4,18.71,471.52,-31.64
28.52,44,1014,18,94.02,227.73,924.24,-37.58
36.65,58,1004,8,35.18,162.52,990.71,-21.25
36.11,85,1024,20,20.15,128.07,980.79,7.15
24.49,70,1015,5,3.89,74.38,250.12,25.76
24.52,67,1009,6,40.98,21.7,501.7,-24.51
36.35,51,1010,6,66.47,417.09,549.07,-17.24
38.61,81,1003,9,1.57,283.39,404.98,-3.57
21.91,77,991,13,12.5,42.43,931.9,-38.0
29.0,83,1018,12,86.82,141.31,222.16,-9.24
26.75,75,998,7,96.83,306.96,708.11,43.29
37.41,58,1016,19,14.71,29.05,186.11,-26.12
21.67,69,1029,11,16.79,301.28,569.06,-29.86
24.22,47,990,9,78.73,485.38,613.3,49.03
35.05,70,1028,18,88.06,183.95,415.24,8.27
21.03,72,1028,12,95.71,187.74,428.79,-9.26
29.85,87,1013,15,59.94,136.54,570.81,-29.67
28.84,41,995,15,40.76,388.43,484.86,-32.15
26.69,48,1009,19,86.5,179.87,734.85,4.72
27.89,77,1020,20,89.05,382.15,998.68,-42.59
30.6,78,1017,16,12.21,232.11,217.06,35.72
23.23,41,1008,24,6.67,171.5,116.66,-9.37
31.44,65,1022,7,75.84,58.39,473.31,15.39
36.11,73,1016,19,43.33,212.64,881.11,-40.48
35.2,70,1024,21,0.06,200.92,787.89,-42.47
23.08,61,990,13,37.87,238.57,828.68,-38.24
22.98,52,999,15,75.38,36.27,272.19,22.48
25.36,57,1002,23,77.91,205.59,818.7,25.46
27.22,66,992,10,76.67,238.4,661.26,-23.6
28.17,47,1020,14,12.54,496.86,615.92,36.82
33.59,77,995,7,90.96,68.13,738.47,-18.28
21.13,82,1019,19,12.68,491.16,745.0,-34.93
20.69,84,1019,12,61.89,245.46,784.22,40.44
27.84,85,1006,15,64.34,98.92,696.54,-35.56
33.94,81,1016,18,35.3,366.77,433.69,-45.68
23.87,84,1006,18,25.42,170.49,424.45,-16.1
32.83,40,1004,23,2.43,384.08,374.06,1.65
25.2,74,1025,24,40.9,345.39,138.86,-0.33
37.72,53,1012,5,87.78,382.37,160.59,22.88
37.91,46,997,20,93.63,26.88,302.62,47.83
25.95,41,993,24,90.81,268.2,802.21,47.18
24.6,46,1010,16,30.03,145.19,151.98,5.06
28.23,46,1011,14,58.56,336.76,582.72,45.81
24.81,44,1000,18,27.85,406.56,437.13,8.3
33.45,86,1015,14,17.6,309.72,935.1,47.88
36.52,79,1015,20,21.26,333.0,323.91,8.11
33.46,47,1024,14,12.01,206.82,199.0,-4.48
36.49,62,1027,18,79.52,187.46,995.42,12.59
27.94,70,1000,20,56.79,40.45,601.0,-27.76
23.13,58,1020,22,67.66,376.4,493.87,-22.3
34.76,67,991,9,35.89,27.18,795.51,2.66
27.21,64,1013,5,58.76,432.42,904.89,7.2
33.43,72,1022,9,85.27,63.81,637.07,-34.48
25.41,77,1012,24,6.85,314.87,241.9,-9.35
21.62,70,1021,16,16.48,471.2,678.11,2.11
39.85,46,1027,20,14.83,76.87,508.43,-1.72
23.12,69,1025,17,69.7,63.0,130.99,23.52
39.77,57,996,9,12.86,43.89,629.8,1.86
39.55,51,1026,10,2.57,160.54,991.02,47.15
35.88,43,1023,12,40.62,121.58,344.41,-39.8
33.19,64,991,9,61.87,251.66,626.44,8.45
31.56,64,995,17,70.59,446.06,455.08,35.79
37.32,88,997,18,8.36,52.02,151.14,40.02
25.79,53,1006,23,77.02,66.13,672.39,0.97
29.35,40,992,18,47.96,388.2,968.5,-12.72
32.39,54,994,22,17.16,74.45,347.99,-20.95
28.22,75,991,23,46.81,323.42,274.93,-34.83
28.55,53,1002,20,70.46,438.58,483.43,13.93
26.61,78,992,7,66.97,14.19,711.91,-26.75
31.28,49,1001,10,79.22,40.73,465.71,-41.2
37.01,50,1014,23,9.04,190.45,868.71,4.89
24.03,55,1026,20,83.6,267.48,538.15,0.99
38.69,89,1003,5,58.71,287.83,256.96,28.09
33.78,41,998,9,40.24,466.78,766.9,38.61
36.47,71,1017,19,85.5,167.15,701.7,26.04
31.12,43,1020,21,86.14,38.63,990.65,10.34
35.59,76,991,7,40.16,465.8,994.64,-44.71
20.32,59,1029,10,34.61,233.95,224.81,26.37
36.37,57,1006,21,81.9,56.86,298.97,-29.22
20.8,48,1003,23,82.71,320.43,392.93,-9.62
37.8,87,995,17,91.8,465.15,479.5,-19.15
39.84,85,990,16,1.52,95.87,328.83,25.99
25.88,77,998,18,3.54,305.0,449.8,-22.46
24.21,88,1013,19,36.33,425.3,114.18,37.88
35.31,57,1013,21,67.93,234.2,994.37,32.66
25.06,78,1001,14,33.45,302.08,158.81,44.37
37.31,69,1000,16,9.53,466.82,246.18,38.91
22.06,87,1025,20,2.23,292.49,229.85,-19.62
22.52,65,1015,22,10.02,120.82,141.17,10.53
39.58,82,1012,13,96.89,320.86,822.71,34.44
33.48,69,1028,21,34.6,7.95,156.7,42.66
36.94,56,1022,20,60.77,377.97,740.67,-46.54
26.49,83,1025,23,62.68,45.11,546.63,-48.9
33.53,53,1021,5,86.89,407.5,971.43,-17.78
31.88,67,1015,18,24.67,122.99,902.16,-22.63
32.06,64,1026,17,33.18,495.26,362.39,-11.72
33.65,71,1013,9,93.99,382.44,518.17,-30.35
31.51,51,1012,17,73.23,153.1,708.7,38.27
28.58,54,1019,9,75.1,297.9,232.11,36.41
25.52,86,1017,20,0.34,149.17,146.6,-6.35
35.37,45,1015,10,97.45,55.91,290.35,-14.99
24.53,79,1024,10,89.3,400.12,323.71,-41.38
33.85,41,1011,11,19.49,186.29,533.73,13.83
24.67,74,1016,17,28.11,112.97,431.2,-24.68
32.51,70,991,23,8.08,135.59,850.24,19.88
34.94,84,1023,6,88.54,232.35,809.6,-17.12
24.37,45,1000,9,8.24,50.03,924.49,47.82
21.2,45,1012,24,60.41,320.2,802.44,42.71
22.62,89,993,18,1.32,382.37,625.25,-22.6
32.12,41,998,14,61.67,279.53,310.63,11.62
36.99,49,1015,11,88.81,128.87,341.9,45.01
20.9,65,1017,18,58.85,380.41,375.7,4.34
34.68,76,1022,13,43.84,288.01,949.4,-26.51
26.83,78,1010,20,67.7,162.59,529.52,27.21
29.57,83,1016,18,37.21,13.57,523.79,19.65
38.58,45,1019,9,29.37,130.06,450.76,-0.7
26.64,59,991,23,19.71,51.62,816.86,-21.31
29.31,60,1016,18,16.13,42.62,649.41,31.1
20.27,49,1010,11,57.39,275.97,240.45,-2.79
21.63,63,1004,5,89.35,65.43,105.99,-9.97
25.17,54,996,15,18.21,219.73,485.14,-42.19
20.56,83,1007,9,1.32,223.62,823.23,-18.18
32.63,73,991,21,45.12,66.14,513.95,48.53
28.53,77,1021,9,31.44,66.48,929.34,39.13
30.96,51,1018,8,99.67,494.25,483.55,-4.84
23.49,87,1013,23,32.91,170.02,419.52,32.95
25.92,69,994,13,83.73,348.35,283.6,8.29
33.28,52,1007,13,0.5,358.05,158.38,43.03
39.31,67,1008,5,2.09,472.98,778.07,-1.4
21.01,56,1013,19,94.8,243.39,903.7,-2.55
37.81,45,1006,16,52.46,428.15,715.66,-41.93
31.54,81,993,9,89.4,326.76,389.28,-5.89
31.28,41,1026,19,23.62,424.32,635.26,46.17
30.01,53,1007,6,64.7,457.44,897.01,24.57
21.39,63,1029,14,37.61,134.2,651.25,15.9
21.8,40,1016,17,10.48,266.2,157.27,22.62
32.02,73,1029,10,69.27,98.07,347.49,-44.16
26.82,46,1023,24,95.44,34.39,633.02,33.18
38.35,49,991,23,6.9,441.85,717.0,-47.83
28.13,55,1006,11,99.81,444.85,737.86,-29.42
22.87,58,1023,10,41.12,209.75,691.39,47.22
34.29,65,993,21,0.55,15.97,739.35,35.81
25.87,87,994,12,26.51,278.73,425.99,-32.08
30.51,83,1001,10,27.61,145.13,630.52,-1.01
33.96,86,1007,9,26.86,470.98,426.34,18.1
38.01,75,1026,24,30.39,57.12,358.1,24.39
35.84,79,1021,22,83.78,414.92,173.37,48.71
33.53,81,1006,17,53.14,488.56,197.54,-26.3
33.59,77,1026,21,45.01,60.34,341.17,26.54
38.92,73,1010,20,20.49,390.1,176.85,-49.25
25.92,67,1015,23,17.35,85.25,716.65,-36.55
20.02,55,1023,7,48.92,293.39,662.33,-26.07
25.44,83,1026,9,57.03,154.41,630.87,-1.93
24.36,62,1027,18,16.98,201.84,263.58,20.48
33.24,62,1012,22,52.86,461.87,702.51,-2.66
32.67,89,994,22,22.01,440.27,509.23,-46.22
31.87,84,1028,15,49.67,316.0,485.14,38.38
20.32,47,1002,20,16.23,333.83,984.47,13.41
34.58,48,1012,9,41.67,413.87,754.2,-34.45
26.47,65,1018,13,27.95,210.1,465.28,-17.0
33.3,48,1012,14,77.14,214.26,647.11,30.8
31.13,48,1027,22,3.74,159.28,756.24,-21.33
26.85,78,1007,20,54.67,193.4,620.37,3.03
22.69,59,1020,8,29.49,67.87,153.04,20.94
21.89,44,997,20,75.59,226.44,709.62,16.56
36.63,53,1029,11,49.1,251.99,862.09,-38.14
38.37,64,1005,18,24.35,454.43,840.41,28.01
33.0,57,1024,6,71.02,214.03,133.51,-38.53
22.07,71,1015,21,98.52,233.77,603.67,-31.59
28.04,84,1024,19,42.58,270.56,371.73,13.43
34.58,85,994,12,94.68,250.32,429.3,-39.27
35.6,86,1013,15,39.86,398.44,867.71,-37.94
22.36,62,1029,9,33.67,244.67,668.41,-30.29
20.0,77,1008,16,23.46,451.14,127.07,-8.99
34.24,54,1007,24,50.68,246.57,159.52,-23.02
27.13,77,1022,21,25.2,89.74,607.84,-1.26
25.09,51,995,18,56.2,1.35,159.86,49.37
20.26,56,1022,13,92.75,495.06,470.04,10.92
30.81,73,1014,16,95.46,307.81,953.15,-6.25
37.02,62,1007,18,34.12,20.21,742.76,19.28
39.15,75,998,8,99.74,161.72,294.46,-25.92
31.31,57,1020,7,33.51,353.63,333.01,-49.3
30.29,71,1015,5,93.95,385.1,796.95,9.18
21.7,79,995,20,13.29,367.68,339.38,-22.44
30.98,85,1015,7,74.06,77.7,769.57,-21.71
27.6,80,1029,21,24.78,225.93,861.53,24.01
32.14,65,1002,10,3.47,108.0,109.59,-19.45
27.77,88,1013,21,64.1,416.0,429.0,49.58
24.81,87,1005,23,1.58,370.26,393.13,-48.5
21.9,55,1023,14,55.79,88.03,748.0,25.35
26.3,51,1021,9,59.14,89.34,516.33,4.02
21.93,71,996,9,26.8,38.52,293.03,8.93
23.54,61,990,6,38.92,151.22,188.79,-2.07
39.75,61,1003,5,52.93,8.41,679.63,1.92
28.88,63,992,5,66.29,365.07,723.08,24.27
30.64,68,997,8,44.02,405.42,543.22,28.24
37.47,79,992,18,99.33,232.6,310.74,-19.48
39.91,82,997,10,32.06,205.33,252.45,-20.93
31.65,74,995,12,5.24,240.3,250.35,-29.44
36.25,59,1020,10,26.16,58.1,587.31,-48.14
26.54,83,1023,11,17.04,328.62,194.3,1.92
26.11,52,1029,8,88.17,74.86,583.97,14.55
28.05,44,1008,21,93.79,222.46,332.66,16.55
33.45,77,1025,22,44.89,431.14,266.69,-42.5
33.64,57,1002,22,17.77,345.53,459.47,44.48
26.3,51,1027,18,49.81,94.9,674.15,-44.2
22.66,87,991,6,0.04,388.78,388.83,17.7
32.65,69,1029,7,17.68,472.2,574.92,-23.72
22.57,40,1021,10,67.26,141.26,653.65,-12.43
31.57,83,1006,13,77.49,58.59,460.06,-13.63
33.87,70,999,10,9.78,285.18,132.01,41.66
34.01,54,1000,18,81.03,95.25,754.61,-43.43
35.07,58,1023,8,56.2,128.02,503.93,0.48
37.46,85,1016,16,54.62,145.47,672.56,-22.99
30.0,44,994,12,38.13,391.9,634.52,40.71
34.6,55,1009,14,53.95,240.55,204.66,-34.88
32.38,82,1001,23,69.12,423.82,907.37,-40.89
23.73,83,1006,12,21.2,360.85,189.5,37.37
20.51,45,1006,9,78.01,258.91,552.12,39.05
25.69,49,1023,8,34.99,477.93,599.76,36.91
28.86,55,995,16,54.02,97.96,321.69,-31.99
32.34,44,1005,7,98.84,310.98,426.18,-45.73
37.0,83,1015,7,36.11,97.11,154.79,-5.52
23.92,40,997,10,95.85,31.93,524.27,43.1
22.51,44,1027,6,1.3,490.38,707.78,-17.01
39.27,51,1027,18,18.56,269.44,580.83,35.99
22.16,87,998,12,83.83,82.35,325.5,-46.84
29.57,77,1022,18,3.52,111.3,528.61,-15.64
31.71,76,1019,18,97.58,255.27,304.38,-15.14
30.83,59,1010,18,3.67,24.82,398.56,42.4
21.72,47,1009,9,74.22,295.0,319.78,41.79
21.14,47,1003,5,74.45,261.36,371.66,43.61
22.11,46,990,16,95.29,432.89,743.65,19.08
31.71,69,1025,15,14.61,378.46,887.52,-39.16
30.89,83,1013,20,34.47,110.42,927.48,-27.4
24.67,58,1016,24,14.21,426.08,247.08,46.5
32.76,64,1007,7,71.68,451.05,238.9,-27.85
36.4,54,1028,17,90.7,55.33,348.54,-31.31
20.83,88,1028,24,85.44,492.96,138.84,32.9
29.96,40,1016,6,72.36,252.78,445.26,-38.44
33.79,64,1006,9,99.78,80.29,760.36,3.97
25.05,74,1029,11,36.64,231.02,503.96,34.37
26.16,67,992,5,30.47,4.77,467.61,16.56
32.27,60,1010,22,36.41,226.51,594.57,15.86
37.96,62,993,12,31.33,41.03,495.29,17.46
36.2,68,1003,17,58.76,66.53,689.13,34.46
31.66,72,1005,23,77.0,336.07,151.9,-33.33
34.6,65,1008,12,39.6,19.22,826.13,-6.74
27.3,85,1017,18,71.73,187.71,223.25,-17.25
32.82,52,1008,11,29.99,410.75,394.08,21.7
29.32,43,1027,8,88.02,305.28,998.08,41.91
23.8,72,1012,12,30.03,345.28,963.86,44.93
34.03,49,1022,5,52.09,452.22,425.13,31.72
31.13,78,1002,11,82.07,151.77,286.24,10.48
27.17,59,1001,14,13.21,292.71,336.94,-47.4
38.23,77,997,10,65.62,451.51,325.74,-38.21
20.42,89,1015,14,46.03,200.29,841.5,-10.24
26.32,70,998,19,77.71,417.21,960.65,8.1
